,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_id
5781,O5782,C195,canceled_after_ship,2018-07-23 15:46:11,2018-07-23 16:46:05,2018-07-24 09:05:00,,2018-08-08 00:00:00,P1302
5782,O5783,C66,delivered,2017-10-12 01:05:34,2017-10-12 01:26:16,2017-10-19 22:15:43,2017-10-31 18:04:55,2017-11-17 00:00:00,P1393
5783,O5784,C623,delivered,2017-02-10 09:20:49,2017-02-10 09:30:17,2017-02-10 09:58:56,2017-02-24 13:53:56,2017-03-23 00:00:00,P744
5784,O5785,C30,delivered,2017-07-16 22:47:11,2017-07-16 23:03:39,2017-07-18 20:12:54,2017-08-17 18:55:07,2017-08-18 00:00:00,P883
5785,O5786,C278,delivered,2017-03-13 17:47:09,2017-03-13 17:47:09,2017-03-15 15:08:15,2017-03-21 08:22:07,2017-04-05 00:00:00,P1259
5786,O5787,C953,delivered,2018-05-10 08:48:18,2018-05-11 12:17:05,2018-05-21 23:10:00,2018-05-25 21:18:48,2018-05-22 00:00:00,P1524
5787,O5788,C555,delivered,2018-06-06 04:14:51,2018-06-06 04:30:13,2018-06-11 13:34:00,2018-06-18 23:23:33,2018-07-12 00:00:00,P116
5788,O5789,C766,delivered,2017-11-14 09:22:00,2017-11-14 09:35:27,2017-11-24 22:51:20,2017-12-01 22:10:26,2017-12-13 00:00:00,P231
5789,O5790,C752,delivered,2018-04-08 14:03:56,2018-04-08 14:15:11,2018-04-09 19:22:44,2018-04-10 20:34:41,2018-04-19 00:00:00,P43
5790,O5791,C481,delivered,2018-05-15 11:33:28,2018-05-15 12:15:09,2018-05-15 14:20:00,2018-05-18 15:05:38,2018-06-08 00:00:00,P1359
5791,O5792,C581,delivered,2017-02-22 09:47:07,2017-02-23 02:42:32,2017-02-24 09:52:25,2017-03-06 12:38:58,2017-03-22 00:00:00,P123
5792,O5793,C198,delivered,2017-09-07 22:30:39,2017-09-08 22:35:15,2017-09-12 18:07:36,2017-09-19 19:08:02,2017-10-03 00:00:00,P747
5793,O5794,C362,delivered,2018-05-11 18:25:34,2018-05-11 18:35:22,2018-05-18 17:21:00,2018-06-13 14:28:34,2018-06-06 00:00:00,P1699
5794,O5795,C597,delivered,2017-11-10 20:39:54,2017-11-10 20:50:33,2017-11-14 16:24:13,2017-11-18 16:33:51,2017-12-01 00:00:00,P827
5795,O5796,C289,delivered,2018-06-11 11:03:55,2018-06-11 11:15:40,2018-06-11 14:59:00,2018-06-12 18:47:21,2018-06-20 00:00:00,P1755
5796,O5797,C885,delivered,2017-05-15 16:02:25,2017-05-15 16:10:17,2017-05-17 11:20:03,2017-05-24 14:18:50,2017-06-08 00:00:00,P1059
5797,O5798,C369,delivered,2017-10-12 10:35:26,2017-10-12 11:20:11,2017-10-13 20:36:54,2017-10-17 21:17:40,2017-10-31 00:00:00,P1796
5798,O5799,C423,delivered,2018-01-26 10:59:39,2018-01-26 11:14:03,2018-02-01 00:56:53,2018-02-02 17:52:16,2018-02-14 00:00:00,P1973
5799,O5800,C93,delivered,2018-04-02 14:08:53,2018-04-02 14:30:50,2018-04-03 20:05:22,2018-04-09 20:32:13,2018-04-19 00:00:00,P484
5800,O5801,C356,delivered,2018-02-05 01:06:09,2018-02-05 01:29:23,2018-02-06 17:13:20,2018-02-14 19:46:42,2018-03-01 00:00:00,P1905
5801,O5802,C374,delivered,2018-03-10 11:24:11,2018-03-13 03:55:35,2018-03-14 22:58:42,2018-04-03 01:51:12,2018-03-28 00:00:00,P644
5802,O5803,C975,delivered,2018-01-06 13:40:59,2018-01-06 13:48:40,2018-02-08 13:22:28,2018-02-17 16:33:05,2018-03-13 00:00:00,P1624
5803,O5804,C649,delivered,2018-06-10 15:01:09,2018-06-10 15:15:11,2018-06-12 14:10:00,2018-06-19 20:32:50,2018-07-04 00:00:00,P648
5804,O5805,C685,delivered,2017-09-26 17:20:07,2017-09-27 10:07:30,2017-09-27 16:19:42,2017-10-04 20:27:46,2017-10-18 00:00:00,P527
5805,O5806,C598,delivered,2018-08-27 17:24:25,2018-08-27 17:35:22,2018-08-28 10:13:00,2018-08-29 14:18:46,2018-09-05 00:00:00,P335
5806,O5807,C44,delivered,2017-12-27 16:02:37,2017-12-29 02:08:39,2018-01-02 17:49:09,2018-01-10 17:40:21,2018-02-02 00:00:00,P1422
5807,O5808,C9,delivered,2018-03-20 10:20:27,2018-03-21 02:48:19,2018-03-21 20:44:28,2018-03-28 21:11:04,2018-04-06 00:00:00,P1225
5808,O5809,C308,delivered,2017-02-21 17:11:24,2017-02-21 17:25:12,2017-02-24 13:29:51,2017-03-09 10:36:00,2017-03-28 00:00:00,P473
5809,O5810,C445,delivered,2017-09-04 09:26:19,2017-09-06 02:55:27,2017-09-06 13:29:52,2017-09-15 16:02:57,2017-09-27 00:00:00,P695
5810,O5811,C342,delivered,2018-06-21 15:13:26,2018-06-26 04:59:02,2018-06-27 13:03:00,2018-06-30 21:10:00,2018-07-13 00:00:00,P1423
5811,O5812,C90,delivered,2016-10-06 20:15:20,2016-10-06 20:50:33,2016-10-21 16:17:54,2016-10-24 16:17:54,2016-11-30 00:00:00,P1827
5812,O5813,C887,delivered,2017-11-25 23:17:35,2017-11-25 23:33:32,2017-11-27 21:11:00,2017-11-29 21:55:00,2017-12-21 00:00:00,P937
5813,O5814,C739,delivered,2018-07-20 01:00:51,2018-07-20 01:10:11,2018-07-20 14:03:00,2018-07-25 21:55:42,2018-08-07 00:00:00,P789
5814,O5815,C791,delivered,2017-11-24 10:28:38,2017-11-24 12:34:45,2017-11-24 21:54:55,2017-12-05 18:46:58,2017-12-19 00:00:00,P1139
5815,O5816,C829,delivered,2017-04-05 14:29:43,2017-04-06 02:43:01,2017-04-06 15:07:18,2017-04-08 01:18:26,2017-04-26 00:00:00,P840
5816,O5817,C192,delivered,2017-02-17 22:34:14,2017-02-17 22:45:08,2017-02-20 13:40:49,2017-02-23 14:54:51,2017-03-16 00:00:00,P777
5817,O5818,C318,delivered,2018-04-05 08:41:21,2018-04-05 08:55:20,2018-04-05 19:08:49,2018-04-07 17:22:40,2018-04-27 00:00:00,P1427
5818,O5819,C605,canceled_after_ship,2018-06-07 08:36:30,2018-06-09 03:13:26,2018-06-12 14:09:00,,2018-07-27 00:00:00,P93
5819,O5820,C528,delivered,2018-07-08 11:10:22,2018-07-10 17:05:42,2018-07-11 18:01:00,2018-07-23 21:44:40,2018-07-27 00:00:00,P1204
5820,O5821,C327,delivered,2017-06-05 16:53:50,2017-06-05 17:05:12,2017-06-06 11:52:55,2017-06-09 12:18:29,2017-06-29 00:00:00,P627
5821,O5822,C737,delivered,2018-07-16 17:00:45,2018-07-17 04:41:01,2018-07-17 13:52:00,2018-07-24 20:16:52,2018-08-08 00:00:00,P277
5822,O5823,C141,delivered,2017-05-02 21:57:18,2017-05-03 15:31:51,2017-05-09 09:06:27,2017-05-15 15:08:04,2017-05-29 00:00:00,P1445
5823,O5824,C312,delivered,2017-12-19 12:35:11,2017-12-19 12:48:46,2017-12-26 18:23:25,2018-01-03 14:24:06,2018-01-12 00:00:00,P1955
5824,O5825,C583,delivered,2018-02-23 05:29:01,2018-02-23 05:48:05,2018-02-24 01:13:11,2018-03-07 19:51:34,2018-03-16 00:00:00,P372
5825,O5826,C869,delivered,2018-01-31 13:32:39,2018-02-02 02:35:34,2018-02-03 07:55:52,2018-02-05 16:08:47,2018-02-16 00:00:00,P1891
5826,O5827,C394,delivered,2017-12-07 15:57:15,2017-12-08 02:53:39,2017-12-18 13:06:33,2017-12-28 19:52:18,2018-01-12 00:00:00,P916
5827,O5828,C41,delivered,2017-09-03 13:39:06,2017-09-06 08:45:07,2017-09-06 16:38:02,2017-09-14 23:19:05,2017-09-21 00:00:00,P1928
5828,O5829,C580,delivered,2018-01-24 14:23:34,2018-01-24 15:38:43,2018-01-30 03:03:38,2018-02-06 21:47:45,2018-02-16 00:00:00,P776
5829,O5830,C191,delivered,2018-08-06 16:59:58,2018-08-08 04:35:12,2018-08-08 14:53:00,2018-08-14 18:58:54,2018-08-15 00:00:00,P1226
5830,O5831,C502,delivered,2017-02-28 18:47:03,2017-02-28 19:19:56,2017-03-03 18:51:53,2017-03-15 12:51:42,2017-03-22 00:00:00,P545
5831,O5832,C114,delivered,2018-01-15 13:56:58,2018-01-16 13:50:51,2018-01-20 00:32:39,2018-01-31 16:44:08,2018-02-14 00:00:00,P1985
5832,O5833,C756,delivered,2018-03-07 19:01:13,2018-03-07 19:15:28,2018-03-08 21:27:24,2018-03-21 15:48:47,2018-03-28 00:00:00,P263
5833,O5834,C607,delivered,2018-03-23 22:20:08,2018-03-23 22:30:31,2018-03-27 00:06:38,2018-03-29 20:03:15,2018-04-11 00:00:00,P99
5834,O5835,C218,delivered,2018-01-31 00:08:55,2018-01-31 12:31:08,2018-01-31 21:38:36,2018-02-05 21:48:30,2018-02-22 00:00:00,P1342
5835,O5836,C146,canceled_after_ship,2018-02-11 10:30:45,2018-02-11 10:48:21,2018-02-14 19:16:04,,2018-03-06 00:00:00,P1115
5836,O5837,C49,delivered,2017-12-07 00:03:21,2017-12-07 00:31:04,2017-12-07 21:12:40,2017-12-10 15:12:05,2017-12-26 00:00:00,P276
5837,O5838,C902,delivered,2018-05-09 12:24:30,2018-05-09 12:35:20,2018-05-16 13:44:00,2018-06-09 17:28:36,2018-06-01 00:00:00,P1967
5838,O5839,C414,delivered,2018-03-30 15:47:50,2018-04-03 05:10:25,2018-04-11 16:04:43,2018-04-19 16:03:42,2018-04-18 00:00:00,P1309
5839,O5840,C171,delivered,2017-03-25 20:39:11,2017-03-25 20:50:17,2017-03-27 14:15:22,2017-03-31 14:12:21,2017-04-18 00:00:00,P371
5840,O5841,C11,delivered,2018-07-18 00:08:34,2018-07-18 00:21:44,2018-07-23 13:18:00,2018-08-03 14:54:50,2018-08-09 00:00:00,P553
5841,O5842,C539,delivered,2017-10-07 10:55:54,2017-10-10 03:56:15,2017-10-10 17:39:58,2017-10-13 19:24:46,2017-10-25 00:00:00,P929
5842,O5843,C277,delivered,2017-11-29 07:40:23,2017-11-29 07:50:25,2017-11-29 17:17:55,2017-12-15 20:26:48,2017-12-26 00:00:00,P1805
5843,O5844,C244,canceled_before_ship,2018-08-04 21:40:35,2018-08-04 21:50:11,,,2018-08-09 00:00:00,P1189
5844,O5845,C1000,delivered,2018-05-01 19:14:15,2018-05-01 19:33:50,2018-05-02 13:43:00,2018-06-08 12:58:40,2018-05-24 00:00:00,P1274
5845,O5846,C418,delivered,2018-01-15 18:00:35,2018-01-15 18:11:23,2018-01-17 13:09:20,2018-01-24 21:48:45,2018-02-05 00:00:00,P1497
5846,O5847,C99,delivered,2017-08-02 11:31:34,2017-08-02 11:45:10,2017-08-02 18:07:29,2017-08-10 17:17:48,2017-08-28 00:00:00,P1319
5847,O5848,C601,delivered,2018-04-11 07:47:55,2018-04-12 07:29:19,2018-04-13 19:20:36,2018-05-04 10:22:20,2018-05-11 00:00:00,P1801
5848,O5849,C963,delivered,2018-04-16 11:52:47,2018-04-17 12:30:20,2018-04-17 21:43:40,2018-05-03 21:49:52,2018-05-14 00:00:00,P1530
5849,O5850,C503,delivered,2018-05-18 19:17:14,2018-05-19 03:12:54,2018-05-22 06:21:00,2018-05-23 17:32:00,2018-06-01 00:00:00,P793
5850,O5851,C124,delivered,2017-05-28 22:52:54,2017-05-30 04:50:26,2017-05-31 08:17:12,2017-06-02 13:29:50,2017-07-05 00:00:00,P522
5851,O5852,C95,delivered,2018-06-19 17:32:14,2018-06-19 18:03:59,2018-06-25 13:57:00,2018-06-26 20:27:34,2018-07-04 00:00:00,P486
5852,O5853,C575,canceled_before_ship,2017-05-28 14:44:20,2017-05-28 14:55:18,,,2017-06-20 00:00:00,P1909
5853,O5854,C912,delivered,2018-08-21 20:18:31,2018-08-21 20:30:16,2018-08-22 08:09:00,2018-08-28 08:08:27,2018-09-11 00:00:00,P1113
5854,O5855,C287,delivered,2018-08-08 15:04:25,2018-08-09 03:44:49,2018-08-09 16:08:00,2018-08-15 17:42:48,2018-08-28 00:00:00,P1922
5855,O5856,C759,delivered,2018-02-08 07:40:22,2018-02-08 07:55:33,2018-02-09 00:15:06,2018-02-22 22:34:20,2018-03-12 00:00:00,P1865
5856,O5857,C10,delivered,2018-01-23 14:54:28,2018-01-23 15:12:50,2018-01-26 16:21:57,2018-01-29 12:12:22,2018-02-07 00:00:00,P409
5857,O5858,C300,delivered,2018-07-12 16:56:22,2018-07-12 17:10:14,2018-07-18 14:29:00,2018-07-23 19:22:23,2018-07-27 00:00:00,P256
5858,O5859,C79,delivered,2018-01-12 20:00:28,2018-01-12 20:08:25,2018-01-15 18:27:01,2018-01-31 19:13:06,2018-02-16 00:00:00,P1778
5859,O5860,C938,delivered,2018-08-14 11:31:09,2018-08-14 11:45:21,2018-08-15 13:28:00,2018-08-20 12:48:49,2018-08-27 00:00:00,P1508
5860,O5861,C81,delivered,2018-07-23 13:26:43,2018-07-23 15:32:10,2018-07-24 14:01:00,2018-07-31 09:38:22,2018-08-21 00:00:00,P1848
5861,O5862,C202,delivered,2017-08-27 21:04:23,2017-08-27 21:10:22,2017-08-28 19:42:35,2017-09-01 14:28:17,2017-09-19 00:00:00,P626
5862,O5863,C112,delivered,2017-10-01 14:39:43,2017-10-01 14:56:07,2017-10-02 18:31:49,2017-10-05 19:48:34,2017-10-24 00:00:00,P1721
5863,O5864,C65,delivered,2017-09-28 17:34:38,2017-09-29 02:14:28,2017-09-29 17:33:11,2017-10-20 18:02:46,2017-11-03 00:00:00,P369
5864,O5865,C16,canceled_after_ship,2017-11-28 19:24:34,2017-11-28 19:35:48,2017-12-06 12:09:34,,2017-12-21 00:00:00,P1599
5865,O5866,C821,delivered,2017-11-16 21:48:09,2017-11-16 22:13:22,2017-11-21 15:12:26,2017-11-30 00:38:35,2017-12-05 00:00:00,P492
5866,O5867,C708,delivered,2018-08-19 14:10:29,2018-08-20 12:09:50,2018-08-20 16:35:00,2018-08-21 15:56:41,2018-08-30 00:00:00,P866
5867,O5868,C180,canceled_after_ship,2017-06-20 16:13:13,2017-06-20 16:25:18,2017-06-21 18:22:17,,2017-07-12 00:00:00,P1387
5868,O5869,C403,delivered,2018-08-13 12:43:23,2018-08-14 13:04:02,2018-08-15 14:09:00,2018-08-17 20:51:20,2018-08-30 00:00:00,P334
5869,O5870,C709,delivered,2017-10-04 10:56:57,2017-10-06 02:14:27,2017-10-06 17:52:29,2017-10-17 15:03:35,2017-11-06 00:00:00,P1745
5870,O5871,C753,delivered,2018-04-20 14:18:56,2018-04-24 19:26:33,2018-04-25 10:46:56,2018-04-27 20:32:48,2018-05-18 00:00:00,P1130
5871,O5872,C700,delivered,2017-12-18 21:38:35,2017-12-22 12:11:48,2017-12-26 16:54:55,2018-01-03 18:29:04,2018-01-12 00:00:00,P577
5872,O5873,C363,delivered,2018-02-02 20:15:41,2018-02-02 20:30:33,2018-02-05 16:38:39,2018-02-06 21:28:55,2018-02-26 00:00:00,P1039
5873,O5874,C136,canceled_before_ship,2018-06-10 20:02:09,2018-06-10 20:17:49,,,2018-07-03 00:00:00,P1850
5874,O5875,C32,delivered,2017-09-19 16:44:34,2017-09-19 16:55:18,2017-09-20 20:44:53,2017-09-22 15:08:09,2017-10-09 00:00:00,P1830
5875,O5876,C384,delivered,2018-04-13 08:27:25,2018-04-13 08:50:57,2018-04-19 14:19:10,2018-05-08 00:48:44,2018-05-14 00:00:00,P133
5876,O5877,C949,delivered,2017-10-26 21:52:33,2017-10-26 22:06:38,2017-11-01 19:13:55,2017-11-07 21:47:29,2017-11-16 00:00:00,P1875
5877,O5878,C662,delivered,2018-06-13 18:06:38,2018-06-13 18:24:14,2018-06-14 14:00:00,2018-07-03 18:04:02,2018-08-02 00:00:00,P1368
5878,O5879,C375,delivered,2017-06-22 22:44:21,2017-06-22 22:55:12,2017-06-26 08:49:32,2017-07-02 10:07:46,2017-07-12 00:00:00,P1834
5879,O5880,C417,delivered,2018-06-20 22:36:01,2018-06-21 01:17:14,2018-06-21 14:27:00,2018-06-22 21:53:44,2018-07-03 00:00:00,P1009
5880,O5881,C675,canceled_before_ship,2018-04-07 18:51:17,2018-04-07 19:08:32,,,2018-05-04 00:00:00,P1466
5881,O5882,C199,delivered,2018-05-01 10:57:57,2018-05-01 11:17:41,2018-05-03 14:41:00,2018-05-09 19:12:43,2018-05-28 00:00:00,P803
5882,O5883,C721,delivered,2017-03-06 08:02:11,2017-03-06 08:10:16,2017-03-07 07:37:39,2017-03-09 10:12:26,2017-03-28 00:00:00,P1953
5883,O5884,C398,delivered,2018-06-21 19:41:25,2018-06-21 19:58:44,2018-06-25 09:17:00,2018-06-30 12:37:42,2018-07-24 00:00:00,P1506
5884,O5885,C299,delivered,2017-11-26 12:40:46,2017-11-28 03:38:44,2017-12-01 01:24:40,2017-12-12 22:47:35,2017-12-20 00:00:00,P1829
5885,O5886,C490,delivered,2018-01-22 12:45:55,2018-01-22 14:54:24,2018-01-23 18:48:41,2018-01-30 12:00:00,2018-02-15 00:00:00,P203
5886,O5887,C239,delivered,2018-06-22 19:21:40,2018-06-25 10:55:35,2018-06-25 13:28:00,2018-07-12 14:41:50,2018-07-24 00:00:00,P207
5887,O5888,C554,delivered,2017-06-30 21:48:50,2017-06-30 22:03:29,2017-07-04 15:26:28,2017-07-11 17:13:41,2017-07-24 00:00:00,P1177
5888,O5889,C159,delivered,2018-04-02 13:42:17,2018-04-04 03:10:19,2018-04-04 18:11:09,2018-04-13 20:21:08,2018-04-18 00:00:00,P1993
5889,O5890,C604,delivered,2018-08-08 15:42:27,2018-08-08 15:55:11,2018-08-08 14:56:00,2018-08-11 17:04:47,2018-08-17 00:00:00,P1567
5890,O5891,C37,delivered,2018-06-12 00:41:26,2018-06-12 11:00:45,2018-06-22 14:10:00,2018-07-04 19:12:10,2018-07-27 00:00:00,P1635
5891,O5892,C158,delivered,2018-04-04 22:46:43,2018-04-04 23:09:04,2018-04-07 01:27:41,2018-04-20 18:28:40,2018-05-08 00:00:00,P1573
5892,O5893,C163,delivered,2018-08-06 13:52:52,2018-08-06 14:05:26,2018-08-10 19:54:00,2018-08-13 23:38:46,2018-08-30 00:00:00,P13
5893,O5894,C463,delivered,2018-06-18 08:28:44,2018-06-18 09:01:13,2018-06-19 12:28:00,2018-06-22 22:51:23,2018-07-12 00:00:00,P1149
5894,O5895,C736,delivered,2018-07-26 16:16:52,2018-07-26 16:30:49,2018-07-27 10:26:00,2018-07-31 17:08:38,2018-08-24 00:00:00,P736
5895,O5896,C401,delivered,2018-03-20 15:12:50,2018-03-21 02:51:03,2018-03-21 19:04:39,2018-03-26 14:46:29,2018-04-06 00:00:00,P1983
5896,O5897,C631,delivered,2017-01-27 10:52:15,2017-01-31 04:32:54,2017-01-31 10:19:47,2017-02-02 16:57:54,2017-02-21 00:00:00,P1898
5897,O5898,C424,canceled_before_ship,2017-11-07 15:52:19,2017-11-07 16:07:58,,,2017-12-06 00:00:00,P23
5898,O5899,C412,delivered,2018-04-20 14:27:30,2018-04-24 19:02:28,2018-04-23 19:13:46,2018-04-25 20:24:48,2018-05-18 00:00:00,P1438
5899,O5900,C491,delivered,2018-04-19 23:24:21,2018-04-24 18:22:33,2018-04-24 11:06:37,2018-04-28 11:36:49,2018-06-08 00:00:00,P71
5900,O5901,C520,delivered,2018-03-27 08:10:06,2018-03-27 08:25:56,2018-03-27 21:59:56,2018-04-19 21:42:49,2018-04-23 00:00:00,P1820
5901,O5902,C684,delivered,2018-06-19 14:01:34,2018-06-19 14:17:44,2018-06-21 13:01:00,2018-06-29 21:08:28,2018-07-13 00:00:00,P427
5902,O5903,C267,delivered,2018-01-26 16:47:34,2018-01-26 17:22:24,2018-01-29 23:29:12,2018-01-31 19:59:25,2018-02-09 00:00:00,P1011
5903,O5904,C591,delivered,2018-03-26 18:21:01,2018-03-27 03:55:45,2018-04-04 21:44:50,2018-04-09 20:56:37,2018-04-12 00:00:00,P515
5904,O5905,C470,delivered,2018-07-25 09:36:25,2018-07-26 05:35:16,2018-07-26 11:06:00,2018-08-01 18:02:05,2018-08-13 00:00:00,P1494
5905,O5906,C911,delivered,2018-02-23 12:20:20,2018-02-23 12:35:37,2018-02-26 22:19:11,2018-02-28 14:08:55,2018-03-15 00:00:00,P718
5906,O5907,C838,delivered,2018-04-29 22:56:30,2018-04-29 23:10:20,2018-04-30 11:04:00,2018-05-09 19:31:50,2018-05-24 00:00:00,P1324
5907,O5908,C343,delivered,2018-06-12 22:21:34,2018-06-12 23:41:27,2018-06-14 13:31:00,2018-06-22 18:38:58,2018-07-13 00:00:00,P1163
5908,O5909,C62,delivered,2017-11-10 17:54:06,2017-11-10 18:07:58,2017-11-14 21:48:55,2017-11-23 18:17:44,2017-12-12 00:00:00,P1768
5909,O5910,C837,delivered,2017-11-05 22:21:01,2017-11-05 22:30:51,2017-11-07 21:03:26,2017-11-21 23:21:21,2017-12-05 00:00:00,P1454
5910,O5911,C442,delivered,2017-07-05 20:55:17,2017-07-05 21:05:13,2017-07-07 13:31:55,2017-07-11 17:12:39,2017-07-25 00:00:00,P83
5911,O5912,C208,delivered,2018-01-02 17:33:07,2018-01-02 17:49:31,2018-01-04 14:55:27,2018-01-09 16:45:17,2018-01-18 00:00:00,P1726
5912,O5913,C652,delivered,2017-08-16 10:08:13,2017-08-16 10:30:10,2017-08-17 13:47:29,2017-08-28 12:24:32,2017-09-08 00:00:00,P1903
5913,O5914,C978,delivered,2017-12-26 14:14:14,2017-12-26 14:28:57,2017-12-27 19:39:17,2018-01-03 19:33:17,2018-01-19 00:00:00,P141
5914,O5915,C257,delivered,2018-02-09 21:41:44,2018-02-09 21:50:28,2018-02-16 21:04:08,2018-03-23 20:34:34,2018-03-07 00:00:00,P1192
5915,O5916,C29,delivered,2017-04-24 13:03:55,2017-04-24 13:22:10,2017-04-24 16:24:10,2017-05-17 15:22:35,2017-05-15 00:00:00,P806
5916,O5917,C959,delivered,2017-08-27 20:47:17,2017-08-29 09:25:40,2017-09-01 17:04:05,2017-09-12 17:55:45,2017-09-26 00:00:00,P1548
5917,O5918,C817,delivered,2017-09-13 12:24:18,2017-09-13 12:35:16,2017-09-14 18:22:09,2017-09-20 19:29:11,2017-10-09 00:00:00,P89
5918,O5919,C863,delivered,2018-08-12 21:19:11,2018-08-12 21:30:19,2018-08-15 14:31:00,2018-08-20 17:12:23,2018-09-18 00:00:00,P148
5919,O5920,C908,delivered,2018-06-11 15:05:05,2018-06-11 15:20:35,2018-06-15 13:36:00,2018-06-16 18:08:29,2018-06-25 00:00:00,P1433
5920,O5921,C745,delivered,2017-09-28 20:19:26,2017-09-28 20:28:25,2017-09-29 21:24:57,2017-10-07 11:37:39,2017-10-20 00:00:00,P9
5921,O5922,C979,delivered,2017-12-17 13:11:36,2017-12-19 13:32:47,2017-12-19 22:54:47,2018-01-25 23:06:00,2018-01-17 00:00:00,P1885
5922,O5923,C189,canceled_before_ship,2018-05-10 09:32:44,2018-05-11 03:50:28,,,2018-06-04 00:00:00,P821
5923,O5924,C577,delivered,2018-07-10 20:36:54,2018-07-10 20:50:18,2018-07-18 13:01:00,2018-07-26 21:44:59,2018-08-17 00:00:00,P1210
5924,O5925,C593,delivered,2018-02-06 20:51:02,2018-02-06 21:10:27,2018-02-07 20:12:52,2018-02-08 17:58:57,2018-02-22 00:00:00,P960
5925,O5926,C955,delivered,2018-02-16 17:05:29,2018-02-16 17:15:28,2018-02-21 18:58:55,2018-03-08 18:13:23,2018-03-08 00:00:00,P499
5926,O5927,C874,delivered,2018-07-16 16:23:02,2018-07-16 16:35:15,2018-07-18 17:04:00,2018-07-23 13:20:53,2018-08-06 00:00:00,P238
5927,O5928,C711,delivered,2017-11-27 12:10:10,2017-11-28 03:43:01,2017-11-29 20:09:07,2017-12-05 20:58:49,2017-12-11 00:00:00,P439
5928,O5929,C213,delivered,2017-10-30 20:39:50,2017-10-31 03:55:28,2017-10-31 18:15:00,2017-11-10 16:19:39,2017-11-17 00:00:00,P416
5929,O5930,C648,delivered,2018-08-06 17:54:58,2018-08-06 18:10:17,2018-08-08 12:29:00,2018-08-13 19:44:37,2018-08-15 00:00:00,P602
5930,O5931,C860,delivered,2017-10-31 20:13:41,2017-11-01 20:25:18,2017-11-03 22:25:53,2017-11-16 19:37:04,2017-12-06 00:00:00,P1386
5931,O5932,C730,delivered,2018-04-03 17:24:44,2018-04-03 17:35:15,2018-04-05 21:18:30,2018-04-06 19:47:50,2018-04-13 00:00:00,P201
5932,O5933,C2,delivered,2018-05-10 12:31:24,2018-05-10 12:56:00,2018-05-28 11:11:00,2018-05-29 12:08:33,2018-06-04 00:00:00,P224
5933,O5934,C931,delivered,2017-05-31 09:19:17,2017-05-31 09:30:16,2017-05-31 09:54:57,2017-06-01 13:27:34,2017-06-13 00:00:00,P1230
5934,O5935,C992,delivered,2018-01-14 17:17:56,2018-01-16 03:38:43,2018-01-16 19:15:31,2018-01-30 19:21:30,2018-02-20 00:00:00,P1665
5935,O5936,C786,delivered,2018-01-22 10:12:17,2018-01-22 14:53:33,2018-01-24 14:36:30,2018-01-26 17:22:06,2018-02-06 00:00:00,P1999
5936,O5937,C548,delivered,2018-06-16 20:11:37,2018-06-16 20:36:18,2018-06-18 07:47:00,2018-06-20 17:28:32,2018-07-05 00:00:00,P1344
5937,O5938,C882,delivered,2018-02-28 12:50:34,2018-03-01 12:55:57,2018-03-02 01:09:40,2018-03-15 23:13:28,2018-03-21 00:00:00,P632
5938,O5939,C576,delivered,2017-04-03 21:40:05,2017-04-03 21:50:10,2017-04-12 11:55:57,2017-04-20 09:39:41,2017-04-28 00:00:00,P1096
5939,O5940,C673,delivered,2017-10-12 10:40:18,2017-10-12 10:56:11,2017-10-19 17:28:25,2017-10-23 18:04:11,2017-11-03 00:00:00,P270
5940,O5941,C894,delivered,2017-10-16 13:01:48,2017-10-16 13:14:45,2017-10-17 14:24:01,2017-10-19 20:21:36,2017-10-27 00:00:00,P1569
5941,O5942,C670,delivered,2018-01-16 13:15:36,2018-01-16 13:30:15,2018-01-16 21:22:33,2018-01-19 19:08:55,2018-02-06 00:00:00,P1505
5942,O5943,C929,canceled_after_ship,2017-12-14 11:51:34,2017-12-15 15:35:20,2017-12-18 18:21:52,,2018-01-09 00:00:00,P1886
5943,O5944,C288,canceled_before_ship,2018-04-12 18:06:48,2018-04-14 02:15:19,,,2018-05-10 00:00:00,P1194
5944,O5945,C599,delivered,2017-08-07 14:11:20,2017-08-09 02:55:22,2017-08-11 20:19:53,2017-08-17 18:30:13,2017-08-31 00:00:00,P1415
5945,O5946,C89,delivered,2017-10-22 21:02:25,2017-10-22 21:14:47,2017-10-27 18:53:54,2017-10-31 14:55:49,2017-11-10 00:00:00,P1813
5946,O5947,C415,delivered,2018-02-16 17:15:53,2018-02-16 17:31:23,2018-02-19 23:56:57,2018-02-28 19:39:04,2018-03-14 00:00:00,P1298
5947,O5948,C458,delivered,2017-12-20 19:06:19,2017-12-20 19:15:28,2017-12-22 14:13:02,2017-12-27 14:03:49,2018-01-15 00:00:00,P49
5948,O5949,C176,delivered,2017-12-04 15:12:16,2017-12-04 17:22:41,2017-12-12 00:25:34,2017-12-26 22:25:27,2018-01-04 00:00:00,P1976
5949,O5950,C800,delivered,2017-03-26 20:55:07,2017-03-26 21:05:19,2017-03-28 12:33:25,2017-04-03 18:17:41,2017-04-13 00:00:00,P152
5950,O5951,C943,delivered,2017-10-13 15:32:47,2017-10-17 03:56:32,2017-10-19 15:48:57,2017-10-25 21:04:41,2017-10-31 00:00:00,P368
