,Unnamed: 0,customer_id,total_order,s_order,r_order,c_order,credit_payment,emi_payment,cod_payment,price_range_one,price_range_two,price_range_three,last_three_month_order,last_six_month_order,last_one_year_order,order_score,payment_score,product_score,total_score,loan_amount,interest
4481,4481,C4482,5,3,0,2,1,2,0,1,0,2,0,1,2,8,13.33333333,46.66666667,68,3000,8
4482,4482,C4483,8,3,3,2,2,0,1,2,1,0,3,3,3,-2.5,20,26.66666667,44.16666667,2000,14
4483,4483,C4484,32,16,11,5,14,2,0,7,4,5,13,14,16,1.5625,18.75,37.5,57.8125,2500,8
4484,4484,C4485,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,37.5,27.5,1000,14
4485,4485,C4486,38,12,7,19,8,0,4,8,0,4,1,6,12,-2.368421053,20,33.33333333,50.96491228,2500,12
4486,4486,C4487,21,16,4,1,7,3,6,6,6,4,16,16,16,10.95238095,18.125,37.5,66.57738095,3000,8
4487,4487,C4488,3,1,1,1,1,0,0,0,1,0,0,1,1,-3.333333333,20,40,56.66666667,2500,10
4488,4488,C4489,22,0,20,2,0,0,0,0,0,0,0,0,0,-19.09090909,0,40,20.90909091,1000,14
4489,4489,C4490,8,7,0,1,5,2,0,5,2,0,0,4,7,16.25,17.14285714,25.71428571,59.10714286,2500,8
4490,4490,C4491,32,28,0,4,20,6,2,14,0,14,8,19,24,16.25,17.85714286,40,74.10714286,3500,8
4491,4491,C4492,34,23,0,11,8,4,11,21,1,1,3,6,12,10.29411765,18.26086957,22.60869565,51.16368286,2500,12
4492,4492,C4493,49,20,12,17,3,1,16,13,4,3,4,12,17,-0.204081633,19.5,30,49.29591837,2000,12
4493,4493,C4494,34,15,3,16,4,1,10,15,0,0,15,15,15,2.352941176,19.33333333,20,41.68627451,2000,14
4494,4494,C4495,8,0,2,6,0,0,0,0,0,0,0,0,0,-12.5,0,20,7.5,0,14
4495,4495,C4496,49,10,26,13,1,9,0,3,1,6,1,3,4,-9.183673469,11,46,47.81632653,2000,12
4496,4496,C4497,19,14,2,3,3,6,5,0,6,8,11,11,14,11.05263158,15.71428571,51.42857143,78.19548872,3500,8
4497,4497,C4498,35,16,0,19,14,0,2,7,2,7,1,4,10,3.714285714,20,40,63.71428571,3000,8
4498,4498,C4499,16,12,1,3,4,7,1,4,0,8,4,9,9,11.875,14.16666667,46.66666667,72.70833333,3500,8
4499,4499,C4500,36,28,7,1,11,0,17,15,0,13,10,20,25,11.38888889,20,38.57142857,69.96031746,3000,8
4500,4500,C4501,17,0,1,16,0,0,0,0,0,0,0,0,0,-10.58823529,0,38.57142857,27.98319328,1000,14
4501,4501,C4502,2,1,0,1,1,0,0,0,0,1,1,1,1,5,20,60,85,4000,8
4502,4502,C4503,34,2,11,21,1,1,0,1,1,0,0,1,2,-11.47058824,15,30,33.52941176,1500,14
4503,4503,C4504,8,4,1,3,2,0,2,3,1,0,2,3,3,3.75,20,25,48.75,2000,12
4504,4504,C4505,48,18,16,14,7,10,1,4,9,5,7,16,18,-2.083333333,14.44444444,41.11111111,53.47222222,2500,10
4505,4505,C4506,22,5,16,1,0,1,4,1,4,0,1,4,5,-10.45454545,18,36,43.54545455,2000,14
4506,4506,C4507,33,21,1,11,11,1,9,20,1,0,21,21,21,8.787878788,19.52380952,20.95238095,49.26406926,2000,12
4507,4507,C4508,33,6,22,5,4,2,0,2,2,2,1,4,6,-11.21212121,16.66666667,40,45.45454545,2000,14
4508,4508,C4509,41,12,18,11,10,1,1,2,1,9,7,11,11,-5.609756098,19.16666667,51.66666667,65.22357724,3000,8
4509,4509,C4510,6,0,2,4,0,0,0,0,0,0,0,0,0,-13.33333333,0,51.66666667,38.33333333,1500,14
4510,4510,C4511,2,1,0,1,1,0,0,1,0,0,1,1,1,5,20,20,45,2000,14
4511,4511,C4512,36,22,4,10,15,0,7,16,3,3,3,6,17,7.222222222,20,28.18181818,55.4040404,2500,10
4512,4512,C4513,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,28.18181818,13.18181818,500,14
4513,4513,C4514,41,11,18,12,2,5,4,2,7,2,3,5,8,-6.341463415,15.45454545,40,49.11308204,2000,12
4514,4514,C4515,28,10,3,15,8,2,0,9,0,1,5,6,8,-0.357142857,18,24,41.64285714,2000,14
4515,4515,C4516,12,7,2,3,3,1,3,3,2,2,2,4,7,5.833333333,18.57142857,37.14285714,61.54761905,3000,8
4516,4516,C4517,47,22,3,22,9,10,3,12,1,9,5,17,18,3.404255319,15.45454545,37.27272727,56.13152805,2500,10
4517,4517,C4518,17,6,10,1,1,3,2,1,1,4,1,5,6,-5.294117647,15,50,59.70588235,2500,8
4518,4518,C4519,8,0,1,7,0,0,0,0,0,0,0,0,0,-11.25,0,50,38.75,1500,14
4519,4519,C4520,17,10,2,5,1,3,6,3,4,3,4,6,10,6.470588235,17,40,63.47058824,3000,8
4520,4520,C4521,16,8,0,8,2,4,2,1,2,5,5,8,8,5,15,50,70,3500,8
4521,4521,C4522,33,17,9,7,1,5,11,7,8,2,13,16,17,2.727272727,17.05882353,34.11764706,53.90374332,2500,10
4522,4522,C4523,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,34.11764706,24.11764706,1000,14
4523,4523,C4524,6,1,1,4,0,1,0,0,1,0,0,0,0,-6.666666667,10,40,43.33333333,2000,14
4524,4524,C4525,25,23,0,2,2,20,1,2,17,4,6,15,18,17.6,11.30434783,41.73913043,70.64347826,3500,8
4525,4525,C4526,12,0,11,1,0,0,0,0,0,0,0,0,0,-19.16666667,0,41.73913043,22.57246377,1000,14
4526,4526,C4527,27,12,4,11,9,1,2,0,3,9,10,12,12,1.851851852,19.16666667,55,76.01851852,3500,8
4527,4527,C4528,16,1,11,4,1,0,0,1,0,0,1,1,1,-15,20,20,25,1000,14
4528,4528,C4529,39,5,15,19,4,1,0,2,2,1,3,3,5,-10,18,36,44,2000,14
4529,4529,C4530,32,5,4,23,3,2,0,4,0,1,0,1,4,-6.5625,16,28,37.4375,1500,14
4530,4530,C4531,12,2,4,6,1,0,1,2,0,0,0,2,2,-8.333333333,20,20,31.66666667,1500,14
4531,4531,C4532,31,8,1,22,5,0,3,0,5,3,2,3,7,-2.580645161,20,47.5,64.91935484,3000,8
4532,4532,C4533,41,39,1,1,28,0,11,4,35,0,12,21,37,18.29268293,20,37.94871795,76.24140088,3500,8
4533,4533,C4534,17,11,0,6,1,9,1,9,1,1,5,6,11,9.411764706,11.81818182,25.45454545,46.68449198,2000,14
4534,4534,C4535,46,39,5,2,8,6,25,8,3,28,16,19,22,14.34782609,18.46153846,50.25641026,83.0657748,4000,8
4535,4535,C4536,24,19,3,2,2,11,6,16,3,0,0,2,9,12.5,14.21052632,23.15789474,49.86842105,2000,12
4536,4536,C4537,21,19,1,1,7,8,4,5,4,10,15,15,18,16.66666667,15.78947368,45.26315789,77.71929825,3500,8
4537,4537,C4538,30,15,1,14,3,12,0,8,7,0,8,11,12,4.666666667,12,29.33333333,46,2000,14
4538,4538,C4539,31,2,12,17,2,0,0,0,1,1,0,2,2,-11.93548387,20,50,58.06451613,2500,8
4539,4539,C4540,36,19,13,4,5,4,10,3,4,12,17,19,19,2.222222222,17.89473684,49.47368421,69.59064327,3000,8
4540,4540,C4541,46,1,9,36,1,0,0,0,1,0,1,1,1,-11.30434783,20,40,48.69565217,2000,12
4541,4541,C4542,26,17,3,6,9,3,5,8,4,5,1,5,9,8.461538462,18.23529412,36.47058824,63.16742081,3000,8
4542,4542,C4543,31,19,11,1,15,4,0,12,7,0,2,8,13,4.838709677,17.89473684,27.36842105,50.10186757,2500,12
4543,4543,C4544,22,9,0,13,3,1,5,8,1,0,4,7,8,2.272727273,18.88888889,22.22222222,43.38383838,2000,14
4544,4544,C4545,44,36,5,3,32,4,0,32,4,0,14,18,29,13.40909091,18.88888889,22.22222222,54.52020202,2500,10
4545,4545,C4546,5,4,0,1,2,0,2,1,0,3,3,4,4,14,20,50,84,4000,8
4546,4546,C4547,17,16,0,1,11,5,0,8,6,2,8,14,14,18.23529412,16.875,32.5,67.61029412,3000,8
4547,4547,C4548,29,25,1,3,20,4,1,5,19,1,15,18,24,15.51724138,18.4,36.8,70.71724138,3500,8
4548,4548,C4549,8,2,4,2,0,1,1,2,0,0,2,2,2,-7.5,15,20,27.5,1000,14
4549,4549,C4550,21,13,1,7,3,10,0,7,5,1,13,13,13,8.095238095,12.30769231,30.76923077,51.17216117,2500,12
4550,4550,C4551,26,13,7,6,9,1,3,10,0,3,3,12,12,2.307692308,19.23076923,29.23076923,50.76923077,2500,12
4551,4551,C4552,36,28,3,5,22,3,3,22,3,3,2,17,20,12.5,18.92857143,26.42857143,57.85714286,2500,8
4552,4552,C4553,27,19,1,7,16,2,1,11,7,1,14,14,14,10.74074074,18.94736842,29.47368421,59.16179337,2500,8
4553,4553,C4554,39,34,4,1,24,7,3,21,3,10,16,16,33,15.12820513,17.94117647,33.52941176,66.59879336,3000,8
4554,4554,C4555,20,17,2,1,6,4,7,16,0,1,6,9,16,14.5,17.64705882,22.35294118,54.5,2500,10
4555,4555,C4556,6,1,4,1,0,0,1,1,0,0,1,1,1,-11.66666667,20,20,28.33333333,1000,14
4556,4556,C4557,21,17,2,2,7,7,3,14,3,0,15,16,17,13.33333333,15.88235294,23.52941176,52.74509804,2500,10
4557,4557,C4558,31,30,0,1,6,1,23,13,15,2,7,30,30,19.03225806,19.66666667,32.66666667,71.3655914,3500,8
4558,4558,C4559,9,1,5,3,0,1,0,1,0,0,0,1,1,-12.22222222,10,20,17.77777778,500,14
4559,4559,C4560,9,6,2,1,6,0,0,5,0,1,6,6,6,7.777777778,20,26.66666667,54.44444444,2500,10
4560,4560,C4561,8,1,4,3,0,1,0,0,0,1,0,0,1,-11.25,10,60,58.75,2500,8
4561,4561,C4562,20,10,4,6,3,3,4,9,1,0,1,4,10,3,17,22,42,2000,14
4562,4562,C4563,31,25,5,1,2,20,3,4,1,20,8,16,23,12.58064516,12,52.8,77.38064516,3500,8
4563,4563,C4564,22,16,4,2,14,2,0,1,13,2,9,14,14,10,18.75,41.25,70,3500,8
4564,4564,C4565,48,22,20,6,22,0,0,6,1,15,19,22,22,-0.416666667,20,48.18181818,67.76515152,3000,8
4565,4565,C4566,31,27,3,1,13,12,2,12,5,10,14,16,26,15.16129032,15.55555556,38.51851852,69.2353644,3000,8
4566,4566,C4567,19,9,0,10,5,3,1,5,2,2,4,6,9,4.210526316,16.66666667,33.33333333,54.21052632,2500,10
4567,4567,C4568,44,11,27,6,9,0,2,4,6,1,4,4,6,-8.636363636,20,34.54545455,45.90909091,2000,14
4568,4568,C4569,38,1,4,33,1,0,0,1,0,0,0,0,0,-10.26315789,20,20,29.73684211,1000,14
4569,4569,C4570,35,12,16,7,2,6,4,2,8,2,1,7,8,-4.285714286,15,40,50.71428571,2500,12
4570,4570,C4571,5,2,1,2,0,1,1,2,0,0,2,2,2,0,15,20,35,1500,14
4571,4571,C4572,39,37,1,1,33,1,3,2,21,14,8,24,36,18.20512821,19.72972973,46.48648649,84.42134442,4000,8
4572,4572,C4573,47,13,0,34,3,6,4,3,9,1,6,13,13,-1.70212766,15.38461538,36.92307692,50.60556465,2500,12
4573,4573,C4574,30,15,6,9,2,3,10,12,2,1,11,15,15,3,18,25.33333333,46.33333333,2000,14
4574,4574,C4575,32,11,13,8,5,5,1,7,3,1,0,0,4,-3.75,15.45454545,29.09090909,40.79545455,2000,14
4575,4575,C4576,9,1,0,8,1,0,0,1,0,0,0,0,1,-6.666666667,20,20,33.33333333,1500,14
4576,4576,C4577,35,26,8,1,7,9,10,20,2,4,25,26,26,10,16.53846154,27.69230769,54.23076923,2500,10
4577,4577,C4578,25,14,2,9,8,0,6,4,3,7,10,10,13,6,20,44.28571429,70.28571429,3500,8
4578,4578,C4579,5,3,0,2,0,1,2,0,0,3,3,3,3,8,16.66666667,60,84.66666667,4000,8
4579,4579,C4580,38,0,4,34,0,0,0,0,0,0,0,0,0,-11.05263158,0,60,48.94736842,2000,12
4580,4580,C4581,21,20,0,1,4,9,7,11,5,4,1,20,20,18.57142857,15.5,33,67.07142857,3000,8
4581,4581,C4582,29,27,0,2,26,0,1,9,1,17,15,26,26,17.93103448,20,45.92592593,83.85696041,4000,8
4582,4582,C4583,9,1,2,6,1,0,0,0,0,1,0,1,1,-8.888888889,20,60,71.11111111,3500,8
4583,4583,C4584,25,23,1,1,1,14,8,16,5,2,11,23,23,17.2,13.91304348,27.82608696,58.93913043,2500,8
4584,4584,C4585,29,18,2,9,3,4,11,5,6,7,15,17,18,7.931034483,17.77777778,42.22222222,67.93103448,3000,8
4585,4585,C4586,45,42,0,3,29,1,12,8,26,8,34,40,42,18,19.76190476,40,77.76190476,3500,8
4586,4586,C4587,5,3,0,2,2,0,1,3,0,0,3,3,3,8,20,20,48,2000,12
4587,4587,C4588,27,13,4,10,13,0,0,13,0,0,11,13,13,2.962962963,20,20,42.96296296,2000,14
4588,4588,C4589,8,1,3,4,1,0,0,1,0,0,0,0,1,-10,20,20,30,1500,14
4589,4589,C4590,31,26,0,5,19,3,4,17,8,1,23,26,26,15.16129032,18.84615385,27.69230769,61.69975186,3000,8
4590,4590,C4591,25,15,9,1,5,2,8,13,0,2,7,11,13,4.4,18.66666667,25.33333333,48.4,2000,12
4591,4591,C4592,3,0,0,3,0,0,0,0,0,0,0,0,0,-10,0,25.33333333,15.33333333,500,14
4592,4592,C4593,39,25,5,9,21,0,4,14,10,1,23,23,23,7.948717949,20,29.6,57.54871795,2500,8
4593,4593,C4594,3,1,0,2,1,0,0,0,0,1,1,1,1,0,20,60,80,4000,8
4594,4594,C4595,3,2,0,1,0,0,2,0,2,0,2,2,2,10,20,40,70,3500,8
4595,4595,C4596,19,17,1,1,9,2,6,10,7,0,10,15,17,16.31578947,18.82352941,28.23529412,63.374613,3000,8
4596,4596,C4597,40,20,5,15,11,3,6,6,12,2,5,11,19,3.75,18.5,36,58.25,2500,8
4597,4597,C4598,27,3,12,12,3,0,0,1,0,2,0,0,2,-11.11111111,20,46.66666667,55.55555556,2500,10
4598,4598,C4599,5,4,0,1,0,2,2,3,0,1,0,3,3,14,15,30,59,2500,8
4599,4599,C4600,8,3,0,5,0,1,2,3,0,0,2,3,3,1.25,16.66666667,20,37.91666667,1500,14
4600,4600,C4601,5,0,1,4,0,0,0,0,0,0,0,0,0,-12,0,20,8,0,14
4601,4601,C4602,31,23,1,7,7,10,6,15,6,2,14,19,22,11.93548387,15.65217391,28.69565217,56.28330996,2500,10
4602,4602,C4603,4,3,0,1,0,2,1,0,1,2,0,1,3,12.5,13.33333333,53.33333333,79.16666667,3500,8
4603,4603,C4604,19,9,1,9,4,5,0,8,0,1,3,7,9,3.684210526,14.44444444,24.44444444,42.57309942,2000,14
4604,4604,C4605,5,4,0,1,3,1,0,1,2,1,3,4,4,14,17.5,40,71.5,3500,8
4605,4605,C4606,24,19,4,1,16,0,3,18,0,1,9,15,16,12.08333333,20,22.10526316,54.18859649,2500,10
4606,4606,C4607,34,19,2,13,12,7,0,7,7,5,2,3,16,6.176470588,16.31578947,37.89473684,60.3869969,3000,8
4607,4607,C4608,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,37.89473684,22.89473684,1000,14
4608,4608,C4609,21,19,0,2,6,13,0,0,8,11,4,8,16,17.14285714,13.15789474,51.57894737,81.87969925,4000,8
4609,4609,C4610,5,4,0,1,0,0,4,2,1,1,0,2,3,14,20,35,69,3000,8
4610,4610,C4611,26,11,1,14,10,0,1,8,1,2,7,11,11,2.307692308,20,29.09090909,51.3986014,2500,12
4611,4611,C4612,48,33,11,4,24,9,0,16,9,8,0,13,24,8.333333333,17.27272727,35.15151515,60.75757576,3000,8
4612,4612,C4613,28,16,8,4,0,5,11,11,4,1,9,9,14,4.285714286,16.875,27.5,48.66071429,2000,12
4613,4613,C4614,24,17,1,6,11,4,2,5,2,10,15,17,17,10.83333333,17.64705882,45.88235294,74.3627451,3500,8
4614,4614,C4615,44,24,12,8,21,3,0,22,0,2,14,14,22,3.636363636,18.75,23.33333333,45.71969697,2000,14
4615,4615,C4616,6,2,2,2,0,0,2,1,0,1,1,2,2,-3.333333333,20,40,56.66666667,2500,10
4616,4616,C4617,34,16,12,6,13,1,2,2,9,5,6,13,15,0.588235294,19.375,43.75,63.71323529,3000,8
4617,4617,C4618,22,21,0,1,18,2,1,15,5,1,20,21,21,18.63636364,19.04761905,26.66666667,64.35064935,3000,8
4618,4618,C4619,26,20,4,2,3,5,12,10,3,7,14,15,17,11.53846154,17.5,37,66.03846154,3000,8
4619,4619,C4620,48,34,10,4,7,20,7,23,6,5,16,31,31,9.166666667,14.11764706,29.41176471,52.69607843,2500,10
4620,4620,C4621,9,8,0,1,6,0,2,2,5,1,6,7,7,16.66666667,20,37.5,74.16666667,3500,8
4621,4621,C4622,34,0,20,14,0,0,0,0,0,0,0,0,0,-15.88235294,0,37.5,21.61764706,1000,14
4622,4622,C4623,32,17,1,14,16,1,0,16,0,1,16,16,17,5.625,19.41176471,22.35294118,47.38970588,2000,12
4623,4623,C4624,29,14,7,8,12,0,2,10,1,3,3,4,6,2.068965517,20,30,52.06896552,2500,12
4624,4624,C4625,21,2,5,14,2,0,0,1,1,0,0,2,2,-9.523809524,20,30,40.47619048,2000,14
4625,4625,C4626,4,1,2,1,1,0,0,0,0,1,1,1,1,-7.5,20,60,72.5,3500,8
4626,4626,C4627,38,4,27,7,3,0,1,4,0,0,3,3,3,-13.94736842,20,20,26.05263158,1000,14
4627,4627,C4628,4,2,1,1,1,0,1,1,1,0,0,0,2,2.5,20,30,52.5,2500,10
4628,4628,C4629,31,7,5,19,4,3,0,3,2,2,4,4,7,-4.838709677,15.71428571,37.14285714,48.01843318,2000,12
4629,4629,C4630,36,19,5,12,13,3,3,13,3,3,14,15,19,4.444444444,18.42105263,29.47368421,52.33918129,2500,10
4630,4630,C4631,3,0,1,2,0,0,0,0,0,0,0,0,0,-13.33333333,0,29.47368421,16.14035088,500,14
4631,4631,C4632,26,23,2,1,0,18,5,13,4,6,5,11,13,15.76923077,12.17391304,33.91304348,61.85618729,3000,8
4632,4632,C4633,17,2,2,13,2,0,0,1,1,0,1,1,1,-7.647058824,20,30,42.35294118,2000,14
4633,4633,C4634,39,2,34,3,1,0,1,0,2,0,0,2,2,-17.17948718,20,40,42.82051282,2000,14
4634,4634,C4635,39,21,12,6,8,8,5,9,2,10,6,9,19,3.076923077,16.19047619,40.95238095,60.21978022,3000,8
4635,4635,C4636,28,11,12,5,4,2,5,0,7,4,5,10,10,-2.5,18.18181818,47.27272727,62.95454545,3000,8
4636,4636,C4637,8,3,3,2,0,0,3,0,0,3,2,3,3,-2.5,20,60,77.5,3500,8
4637,4637,C4638,40,24,10,6,1,4,19,14,9,1,11,18,23,5.5,18.33333333,29.16666667,53,2500,10
4638,4638,C4639,22,9,3,10,3,4,2,3,5,1,5,9,9,0.909090909,15.55555556,35.55555556,52.02020202,2500,12
4639,4639,C4640,38,23,3,12,14,8,1,6,14,3,4,11,21,7.368421053,16.52173913,37.39130435,61.28146453,3000,8
4640,4640,C4641,16,1,11,4,0,0,1,0,1,0,1,1,1,-15,20,40,45,2000,14
4641,4641,C4642,22,9,10,3,2,0,7,0,5,4,0,6,8,-2.272727273,20,48.88888889,66.61616162,3000,8
4642,4642,C4643,48,7,8,33,2,5,0,2,1,4,4,7,7,-7.291666667,12.85714286,45.71428571,51.2797619,2500,12
4643,4643,C4644,6,3,1,2,0,3,0,0,3,0,3,3,3,3.333333333,10,40,53.33333333,2500,10
4644,4644,C4645,40,11,20,9,9,0,2,5,2,4,10,10,11,-6.75,20,38.18181818,51.43181818,2500,12
4645,4645,C4646,30,21,4,5,16,2,3,10,6,5,0,7,21,9.666666667,19.04761905,35.23809524,63.95238095,3000,8
4646,4646,C4647,3,1,1,1,1,0,0,0,0,1,1,1,1,-3.333333333,20,60,76.66666667,3500,8
4647,4647,C4648,20,10,3,7,3,6,1,1,6,3,0,7,8,3.5,14,44,61.5,3000,8
4648,4648,C4649,19,1,8,10,1,0,0,1,0,0,0,0,0,-12.63157895,20,20,27.36842105,1000,14
4649,4649,C4650,47,34,7,6,25,9,0,24,9,1,7,8,17,10.21276596,17.35294118,26.47058824,54.03629537,2500,10
4650,4650,C4651,8,4,3,1,3,1,0,1,1,2,1,4,4,1.25,17.5,45,63.75,3000,8
4651,4651,C4652,31,16,0,15,2,8,6,14,2,0,5,7,14,5.483870968,15,22.5,42.98387097,2000,14
4652,4652,C4653,34,27,0,7,15,7,5,11,7,9,16,23,26,13.82352941,17.40740741,38.51851852,69.74945534,3000,8
4653,4653,C4654,35,28,4,3,4,1,23,15,12,1,9,13,26,12.85714286,19.64285714,30,62.5,3000,8
4654,4654,C4655,17,6,10,1,2,3,1,2,2,2,1,2,2,-5.294117647,15,40,49.70588235,2000,12
4655,4655,C4656,30,6,19,5,3,3,0,4,2,0,6,6,6,-10.33333333,15,26.66666667,31.33333333,1500,14
4656,4656,C4657,48,30,3,15,0,22,8,19,6,5,15,21,23,8.125,12.66666667,30.66666667,51.45833333,2500,12
4657,4657,C4658,30,14,6,10,6,3,5,6,2,6,0,8,10,2,17.85714286,40,59.85714286,2500,8
4658,4658,C4659,47,37,2,8,3,28,6,37,0,0,20,25,25,13.19148936,12.43243243,20,45.62392179,2000,14
4659,4659,C4660,29,3,16,10,3,0,0,0,3,0,1,2,2,-12.4137931,20,40,47.5862069,2000,12
4660,4660,C4661,34,24,3,7,18,0,6,19,3,2,5,22,24,10.29411765,20,25.83333333,56.12745098,2500,10
4661,4661,C4662,19,13,3,3,10,1,2,1,9,3,4,7,7,8.947368421,19.23076923,43.07692308,71.25506073,3500,8
4662,4662,C4663,6,3,0,3,0,3,0,0,0,3,0,1,3,5,10,60,75,3500,8
4663,4663,C4664,35,20,0,15,14,6,0,10,0,10,20,20,20,7.142857143,17,40,64.14285714,3000,8
4664,4664,C4665,49,48,0,1,4,42,2,16,0,32,15,36,43,19.3877551,11.25,46.66666667,77.30442177,3500,8
4665,4665,C4666,35,33,0,2,6,6,21,1,5,27,31,31,31,18.28571429,18.18181818,55.75757576,92.22510823,4500,8
4666,4666,C4667,2,0,0,2,0,0,0,0,0,0,0,0,0,-10,0,55.75757576,45.75757576,2000,14
4667,4667,C4668,39,15,4,20,15,0,0,0,7,8,4,6,12,0.512820513,20,50.66666667,71.17948718,3500,8
4668,4668,C4669,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,50.66666667,40.66666667,2000,14
4669,4669,C4670,25,0,22,3,0,0,0,0,0,0,0,0,0,-18.8,0,50.66666667,31.86666667,1500,14
4670,4670,C4671,25,3,8,14,0,2,1,2,0,1,0,2,3,-9.6,13.33333333,33.33333333,37.06666667,1500,14
4671,4671,C4672,32,24,7,1,12,8,4,6,3,15,9,10,13,10.3125,16.66666667,47.5,74.47916667,3500,8
4672,4672,C4673,39,31,0,8,21,10,0,7,24,0,6,27,30,13.84615385,16.77419355,35.48387097,66.10421836,3000,8
4673,4673,C4674,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,35.48387097,20.48387097,1000,14
4674,4674,C4675,32,7,6,19,4,0,3,2,3,2,2,2,7,-5.3125,20,40,54.6875,2500,10
4675,4675,C4676,4,2,0,2,1,1,0,2,0,0,1,2,2,5,15,20,40,2000,14
4676,4676,C4677,32,0,24,8,0,0,0,0,0,0,0,0,0,-17.5,0,20,2.5,0,14
4677,4677,C4678,9,7,0,2,2,4,1,4,3,0,2,6,6,13.33333333,14.28571429,28.57142857,56.19047619,2500,10
4678,4678,C4679,4,3,0,1,0,3,0,1,0,2,0,0,2,12.5,10,46.66666667,69.16666667,3000,8
4679,4679,C4680,34,16,10,8,10,3,3,0,1,15,8,13,13,1.176470588,18.125,58.75,78.05147059,3500,8
4680,4680,C4681,34,29,2,3,17,12,0,17,4,8,15,20,28,15,15.86206897,33.79310345,64.65517241,3000,8
4681,4681,C4682,24,2,6,16,2,0,0,1,1,0,2,2,2,-10,20,30,40,2000,14
4682,4682,C4683,43,11,19,13,10,1,0,7,4,0,0,4,5,-6.744186047,19.09090909,27.27272727,39.61945032,1500,14
4683,4683,C4684,16,10,4,2,3,4,3,1,3,6,8,10,10,6.25,16,50,72.25,3500,8
4684,4684,C4685,38,30,4,4,6,10,14,25,2,3,25,26,26,12.63157895,16.66666667,25.33333333,54.63157895,2500,10
4685,4685,C4686,39,37,1,1,19,7,11,34,2,1,25,35,36,18.20512821,18.10810811,22.16216216,58.47539848,2500,8
4686,4686,C4687,25,8,3,14,8,0,0,4,1,3,8,8,8,-1.6,20,37.5,55.9,2500,10
4687,4687,C4688,47,4,13,30,3,0,1,3,1,0,1,4,4,-10.21276596,20,25,34.78723404,1500,14
4688,4688,C4689,33,32,0,1,15,5,12,30,2,0,17,32,32,19.09090909,18.4375,21.25,58.77840909,2500,8
4689,4689,C4690,26,5,3,18,5,0,0,0,2,3,2,4,5,-5.384615385,20,52,66.61538462,3000,8
4690,4690,C4691,26,10,4,12,5,0,5,8,0,2,1,5,9,0,20,28,48,2000,12
4691,4691,C4692,3,0,2,1,0,0,0,0,0,0,0,0,0,-16.66666667,0,28,11.33333333,500,14
4692,4692,C4693,48,30,15,3,19,0,11,10,1,19,7,9,14,5.625,20,46,71.625,3500,8
4693,4693,C4694,12,5,2,5,2,2,1,2,3,0,5,5,5,0.833333333,16,32,48.83333333,2000,12
4694,4694,C4695,30,3,22,5,0,3,0,0,0,3,0,3,3,-14.33333333,10,60,55.66666667,2500,10
4695,4695,C4696,44,30,10,4,6,5,19,4,1,25,21,29,29,8.181818182,18.33333333,54,80.51515152,4000,8
4696,4696,C4697,48,0,0,48,0,0,0,0,0,0,0,0,0,-10,0,54,44,2000,14
4697,4697,C4698,26,18,7,1,2,14,2,0,1,17,6,13,16,8.076923077,12.22222222,58.88888889,79.18803419,3500,8
4698,4698,C4699,28,15,9,4,1,8,6,12,1,2,5,14,15,2.857142857,14.66666667,26.66666667,44.19047619,2000,14
4699,4699,C4700,17,0,1,16,0,0,0,0,0,0,0,0,0,-10.58823529,0,26.66666667,16.07843137,500,14
4700,4700,C4701,22,17,3,2,0,5,12,0,4,13,3,12,12,11.81818182,17.05882353,55.29411765,84.17112299,4000,8
4701,4701,C4702,29,17,4,8,9,8,0,3,6,8,16,17,17,6.206896552,15.29411765,45.88235294,67.38336714,3000,8
4702,4702,C4703,46,38,4,4,36,0,2,14,10,14,24,31,32,13.91304348,20,40,73.91304348,3500,8
4703,4703,C4704,19,6,10,3,6,0,0,3,2,1,6,6,6,-5.789473684,20,33.33333333,47.54385965,2000,12
4704,4704,C4705,48,15,13,20,10,0,5,2,0,13,15,15,15,-3.333333333,20,54.66666667,71.33333333,3500,8
4705,4705,C4706,35,28,0,7,25,2,1,4,19,5,27,27,28,14,19.28571429,40.71428571,74,3500,8
4706,4706,C4707,8,0,0,8,0,0,0,0,0,0,0,0,0,-10,0,40.71428571,30.71428571,1500,14
4707,4707,C4708,10,3,3,4,1,1,1,3,0,0,0,3,3,-4,16.66666667,20,32.66666667,1500,14
4708,4708,C4709,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
4709,4709,C4710,9,8,0,1,2,3,3,2,4,2,5,6,8,16.66666667,16.25,40,72.91666667,3500,8
4710,4710,C4711,49,35,0,14,25,4,6,10,5,20,19,32,33,11.42857143,18.85714286,45.71428571,76,3500,8
4711,4711,C4712,4,1,1,2,1,0,0,1,0,0,1,1,1,-5,20,20,35,1500,14
4712,4712,C4713,26,16,2,8,4,9,3,7,7,2,3,4,10,7.692307692,14.375,33.75,55.81730769,2500,10
4713,4713,C4714,4,2,1,1,0,1,1,0,0,2,1,1,2,2.5,15,60,77.5,3500,8
