,product_id,product_name,product_type,price
12124,P12125,Vanity Collection Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Vanity Collection Shirts""]",699
12125,P12126,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1380
12126,P12127,Anasazi Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Anasazi Shirts""]",599
12127,P12128,Ishin Women's Solid Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Ishin Shirts""]",899
12128,P12129,Amore Abstract Cushions Cover,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers""]",349
12129,P12130,VK Jewels Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1270
12130,P12131,Teemoods Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Teemoods Shirts""]",999
12131,P12132,Oxolloxo Women's Solid Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Oxolloxo Shirts""]",1295
12132,P12133,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",649
12133,P12134,Bombay High Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",1399
12134,P12135,DeDe'S Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DeDe'S Shirts""]",1399
12135,P12136,Kaaryah Women's Striped Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kaaryah Shirts""]",1911
12136,P12137,Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799
12137,P12138,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1774
12138,P12139,Faireno Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Faireno Shirts""]",950
12139,P12140,Orange Plum Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Orange Plum Shirts""]",1499
12140,P12141,Bombay High Women's Striped Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",799
12141,P12142,Amore Abstract Cushions Cover,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers""]",349
12142,P12143,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",900
12143,P12144,Aavaya Fashion Floral Print Women's Regular Skirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Aavaya Fashion Shirts""]",1199
12144,P12145,Kiosha Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kiosha Shirts""]",999
12145,P12146,Praniti Wood Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",500
12146,P12147,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1630
12147,P12148,Folklore Women's Printed Festive Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Folklore Shirts""]",949
12148,P12149,Aimeon Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Aimeon Shirts""]",1040
12149,P12150,Miss Rich Women's Graphic Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",899
12150,P12151,Anasazi Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Anasazi Shirts""]",559
12151,P12152,Jazzy Ben Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Jazzy Ben Shirts""]",995
12152,P12153,Classique Designer Jewellery Alloy Pearl Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1499
12153,P12154,Femella Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femella Shirts""]",950
12154,P12155,Urthn Alloy Brass Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",999
12155,P12156,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1597
12156,P12157,Gmi Women's Self Design Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Gmi Shirts""]",799
12157,P12158,Cation Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Cation Shirts""]",899
12158,P12159,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",649
12159,P12160,Duvi Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Duvi Shirts""]",799
12160,P12161,Bedazzle Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bedazzle Shirts""]",999
12161,P12162,Lamora Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lamora Shirts""]",699
12162,P12163,Kiosha Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kiosha Shirts""]",1299
12163,P12164,People Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> People Shirts""]",899
12164,P12165,Mask Lifestyle Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mask Lifestyle Shirts""]",999
12165,P12166,Thegudlook Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Thegudlook Shirts""]",799
12166,P12167,Lee Cooper Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lee Cooper Shirts""]",799
12167,P12168,People Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> People Shirts""]",699
12168,P12169,Indiatrendzs Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Indiatrendzs Shirts""]",1310
12169,P12170,Karishma Women's Solid Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Karishma Shirts""]",999
12170,P12171,The Pari Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2367
12171,P12172,L'Elegantae Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> L'Elegantae Shirts""]",899
12172,P12173,Dream Fashion Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Dream Fashion Shirts""]",799
12173,P12174,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1730
12174,P12175,Kuhuk Plastic Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",600
12175,P12176,Tokyo Talkies Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Tokyo Talkies Shirts""]",649
12176,P12177,Kuhuk Plastic Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2000
12177,P12178,"Femninora Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femninora Shirts""]",799
12178,P12179,Blute Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Blute Shirts""]",500
12179,P12180,Mast & Harbour Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mast & Harbour Shirts""]",999
12180,P12181,Buenos Dias Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Buenos Dias Shirts""]",799
12181,P12182,Classique Designer Jewellery Alloy Pearl Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2999
12182,P12183,Kuhuk Plastic Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2000
12183,P12184,"Kumi Women's Solid Casual, Festive, Party Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kumi Shirts""]",700
12184,P12185,"Haute curry by Shoppers Stop Women's Solid, Woven Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Haute curry by Shoppers Stop Shirts""]",688
12185,P12186,Kashana Fashions Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",1899
12186,P12187,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",649
12187,P12188,Vedika Jewellery Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1299
12188,P12189,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1397
12189,P12190,Wecart Alloy Crystal Rose Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",899
12190,P12191,Stilestreet Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Stilestreet Shirts""]",995
12191,P12192,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",649
12192,P12193,Vaishali Bindi and Bangles Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",799
12193,P12194,Harpa Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Harpa Shirts""]",899
12194,P12195,Avenster Women's Striped Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Avenster Shirts""]",899
12195,P12196,Cottinfab Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Cottinfab Shirts""]",999
12196,P12197,Vedika Jewellery Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1299
12197,P12198,Sbuys Women's Striped Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Sbuys Shirts""]",999
12198,P12199,Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799
12199,P12200,Bedazzle Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bedazzle Shirts""]",999
12200,P12201,VK Jewels Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1563
12201,P12202,Ishin Designer Studio Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Ishin Designer Studio Shirts""]",899
12202,P12203,Desirica Abstract Cushions Cover,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers""]",385
12203,P12204,Tokyo Talkies Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Tokyo Talkies Shirts""]",949
12204,P12205,I Am For You Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> I Am For You Shirts""]",899
12205,P12206,BPT Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> BPT Shirts""]",1049
12206,P12207,Wisstler Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Wisstler Shirts""]",999
12207,P12208,Kiosha Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kiosha Shirts""]",1299
12208,P12209,Oxolloxo Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Oxolloxo Shirts""]",749
12209,P12210,Dressberry Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Dressberry Shirts""]",999
12210,P12211,Lamora Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lamora Shirts""]",799
12211,P12212,Fbbic Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Fbbic Shirts""]",1099
12212,P12213,People Women's Striped Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> People Shirts""]",899
12213,P12214,Stilestreet Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Stilestreet Shirts""]",849
12214,P12215,"StylElite Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> StylElite Shirts""]",599
12215,P12216,Vedika Jewellery Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1299
12216,P12217,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",999
12217,P12218,Mask Lifestyle Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mask Lifestyle Shirts""]",999
12218,P12219,Bombay High Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",1199
12219,P12220,BPT Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> BPT Shirts""]",1049
12220,P12221,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",999
12221,P12222,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",999
12222,P12223,"Life by Shoppers Stop Women's Printed Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Life by Shoppers Stop Shirts""]",799
12223,P12224,Miss Rich Women's Striped Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799
12224,P12225,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",750
12225,P12226,Classique Designer Jewellery Alloy Pearl Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",999
12226,P12227,India Inc Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> India Inc Shirts""]",599
12227,P12228,Adhira Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1799
12228,P12229,SbuyS Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> SbuyS Shirts""]",999
12229,P12230,"Khushali Cotton Self Design, Printed Salwar Suit Dupatta Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Khushali Dress Materials""]",1299
12230,P12231,Seeyaar Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Seeyaar Shirts""]",799
12231,P12232,"Dilwaa Cotton Self Design, Printed Salwar Suit Dupatta Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Dilwaa Dress Materials""]",1399
12232,P12233,Being Fab Women's Striped Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Being Fab Shirts""]",999
12233,P12234,"Khushali Cotton Self Design, Printed Salwar Suit Dupatta Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Khushali Dress Materials""]",1299
12234,P12235,Harpa Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Harpa Shirts""]",999
12235,P12236,Kuhuk Plastic Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2000
12236,P12237,"Khushali Crepe Self Design, Printed Salwar Suit Dupatta Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Khushali Dress Materials""]",999
12237,P12238,GoodwillImpex Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> GoodwillImpex Shirts""]",800
12238,P12239,Sbuys Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Sbuys Shirts""]",999
12239,P12240,Weigel & Fox Shoulder Bag,"[""Bags, Wallets & Belts >> Bags >> Hand Bags >> Weigel & Fox Hand Bags""]",2990
12240,P12241,Gemz Tote,"[""Bags, Wallets & Belts >> Bags >> Totes >> Gemz Totes""]",1725
12241,P12242,My Addiction Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",799
12242,P12243,Khoobee Cotton Printed Salwar Suit Dupatta Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Khoobee Dress Materials""]",1299
12243,P12244,"Khushali Cotton Self Design, Printed Salwar Suit Dupatta Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Khushali Dress Materials""]",1863
12244,P12245,Rene Solid Women's Kurti,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Rene Kurtis""]",1185
12245,P12246,Eves Pret A Porter Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",1300
12246,P12247,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1300
12247,P12248,Kasturi Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kasturi Shirts""]",1699
12248,P12249,Dazzgear Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Dazzgear Shirts""]",549
12249,P12250,My Addiction Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",649
12250,P12251,Tokyo Talkies Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Tokyo Talkies Shirts""]",949
12251,P12252,Bhavika Brass Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1000
12252,P12253,Mask Lifestyle Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mask Lifestyle Shirts""]",999
12253,P12254,Tiara Gems Copper Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",999
12254,P12255,Thegudlook Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Thegudlook Shirts""]",899
12255,P12256,Meee Women's Solid Casual Reversible Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Meee Shirts""]",895
12256,P12257,DressBerry Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DressBerry Shirts""]",899
12257,P12258,Abqa Hydrabadi Bangle Lac Zircon Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1250
12258,P12259,My Addiction Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> My Addiction Shirts""]",899
12259,P12260,Kashana Fashions Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",1899
12260,P12261,"My Design Brass, Alloy Yellow Gold Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",700
12261,P12262,Bombay High Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",1099
12262,P12263,C M Clothing Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> C M Clothing Shirts""]",749
12263,P12264,Colsa Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Colsa Shirts""]",899
12264,P12265,Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1394
12265,P12266,Meee Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Meee Shirts""]",795
12266,P12267,Bombay High Women's Striped Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",799
12267,P12268,D Muse by Dressberry Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> D Muse by Dressberry Shirts""]",1299
12268,P12269,Kiosha Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kiosha Shirts""]",1199
12269,P12270,Sukkhi Brass Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1797
12270,P12271,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",950
12271,P12272,X Gold India Brass Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",800
12272,P12273,Naughty Bear Women's Solid Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Naughty Bear Shirts""]",1299
12273,P12274,Modimania Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Modimania Shirts""]",1200
12274,P12275,India Inc Women's Embroidered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> India Inc Shirts""]",599
12275,P12276,SG Creations Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",780
12276,P12277,ColorsCo Women's Polka Print Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> ColorsCo Shirts""]",899
12277,P12278,Gmi Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Gmi Shirts""]",999
12278,P12279,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",960
12279,P12280,Oxolloxo Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Oxolloxo Shirts""]",1195
12280,P12281,Multiline Company Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1300
12281,P12282,Auraori Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Auraori Shirts""]",799
12282,P12283,Hugo Chavez Women's Solid Casual Denim Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Hugo Chavez Shirts""]",1499
12283,P12284,Goodwill Impex Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Goodwill Impex Shirts""]",1150
12284,P12285,Giftsnfriends Cotton Printed Dress/Top Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Dress Material >> Giftsnfriends Dress Material""]",1900
12285,P12286,"Giftsnfriends Cotton Printed, Geometric Print Dress/Top Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Dress Material >> Giftsnfriends Dress Material""]",1900
12286,P12287,Giftsnfriends Cotton Printed Salwar Suit Dupatta Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Dress Materials >> Giftsnfriends Dress Materials""]",1900
12287,P12288,"Giftsnfriends Cotton Printed, Geometric Print Dress/Top Material","[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Dress Material >> Giftsnfriends Dress Material""]",1900
12288,P12289,"F Fashion Stylus Women's Printed Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> F Fashion Stylus Shirts""]",999
12289,P12290,Kasturi Women's Striped Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kasturi Shirts""]",1699
12290,P12291,Stilestreet Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Stilestreet Shirts""]",749
12291,P12292,"Vaishali Bindi and Bangles Brass, Copper Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",649
12292,P12293,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",960
12293,P12294,Vaishali Bindi and Bangles Brass Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1400
